doy,date,time,air_temp,temp,depth,macro,site 
156,2023-06-05,18:00:00,22.475,25.513,0.5,0,SP_2
156,2023-06-05,19:00:00,21.22,25.19775,0.5,0,SP_2
156,2023-06-05,20:00:00,19.71666667,24.883,0.5,0,SP_2
156,2023-06-05,21:00:00,18.29,24.617,0.5,0,SP_2
156,2023-06-05,22:00:00,16.87333333,24.52075,0.5,0,SP_2
156,2023-06-05,23:00:00,15.63333333,24.448,0.5,0,SP_2
157,2023-06-06,0:00:00,14.86,24.303,0.5,0,SP_2
157,2023-06-06,1:00:00,14.34,24.2065,0.5,0,SP_2
157,2023-06-06,2:00:00,13.88,24.062,0.5,0,SP_2
157,2023-06-06,3:00:00,13.50833333,23.94175,0.5,0,SP_2
157,2023-06-06,4:00:00,13.39666667,23.797,0.5,0,SP_2
157,2023-06-06,5:00:00,13.57833333,23.653,0.5,0,SP_2
157,2023-06-06,6:00:00,13.75,23.58075,0.5,0,SP_2
157,2023-06-06,7:00:00,14.815,23.629,0.5,0,SP_2
157,2023-06-06,8:00:00,16.22833333,23.82125,0.5,0,SP_2
157,2023-06-06,9:00:00,17.48,24.2305,0.5,0,SP_2
157,2023-06-06,10:00:00,18.945,24.5205,0.5,0,SP_2
157,2023-06-06,11:00:00,19.615,24.83475,0.5,0,SP_2
157,2023-06-06,12:00:00,20.115,24.931,0.5,0,SP_2
157,2023-06-06,13:00:00,20.07166667,24.68975,0.5,0,SP_2
157,2023-06-06,14:00:00,20,24.68975,0.5,0,SP_2
157,2023-06-06,15:00:00,20.09333333,25.101,0.5,0,SP_2
157,2023-06-06,16:00:00,19.80333333,25.24625,0.5,0,SP_2
157,2023-06-06,17:00:00,18.86,24.7865,0.5,0,SP_2
157,2023-06-06,18:00:00,17.88333333,24.52075,0.5,0,SP_2
157,2023-06-06,19:00:00,16.93333333,24.08625,0.5,0,SP_2
157,2023-06-06,20:00:00,15.66333333,23.797,0.5,0,SP_2
157,2023-06-06,21:00:00,14.47,23.581,0.5,0,SP_2
157,2023-06-06,22:00:00,13.72,23.484,0.5,0,SP_2
157,2023-06-06,23:00:00,13.01166667,23.388,0.5,0,SP_2
158,2023-06-07,0:00:00,12.32666667,23.268,0.5,0,SP_2
158,2023-06-07,1:00:00,11.79166667,23.196,0.5,0,SP_2
158,2023-06-07,2:00:00,10.98166667,23.052,0.5,0,SP_2
158,2023-06-07,3:00:00,10.37666667,22.932,0.5,0,SP_2
158,2023-06-07,4:00:00,10.73166667,22.812,0.5,0,SP_2
158,2023-06-07,5:00:00,11.13666667,22.693,0.5,0,SP_2
158,2023-06-07,6:00:00,12.39666667,22.597,0.5,0,SP_2
158,2023-06-07,7:00:00,14.49166667,22.573,0.5,0,SP_2
158,2023-06-07,8:00:00,15.965,22.7885,0.5,0,SP_2
158,2023-06-07,9:00:00,17.24833333,23.22,0.5,0,SP_2
158,2023-06-07,10:00:00,18.06833333,23.74925,0.5,0,SP_2
158,2023-06-07,11:00:00,18.655,24.1825,0.5,0,SP_2
158,2023-06-07,12:00:00,19.13,24.35125,0.5,0,SP_2
158,2023-06-07,13:00:00,19.46166667,24.4965,0.5,0,SP_2
158,2023-06-07,14:00:00,19.60166667,24.54475,0.5,0,SP_2
158,2023-06-07,15:00:00,19.89333333,24.4965,0.5,0,SP_2
158,2023-06-07,16:00:00,19.72833333,24.279,0.5,0,SP_2
158,2023-06-07,17:00:00,19.04166667,23.9655,0.5,0,SP_2
158,2023-06-07,18:00:00,17.88833333,23.5085,0.5,0,SP_2
158,2023-06-07,19:00:00,16.21166667,23.124,0.5,0,SP_2
158,2023-06-07,20:00:00,14.82333333,22.956,0.5,0,SP_2
158,2023-06-07,21:00:00,13.23,22.78825,0.5,0,SP_2
158,2023-06-07,22:00:00,11.42166667,22.621,0.5,0,SP_2
158,2023-06-07,23:00:00,8.928333333,22.477,0.5,0,SP_2
159,2023-06-08,0:00:00,8.62,22.26175,0.5,0,SP_2
159,2023-06-08,1:00:00,7.598333333,21.97475,0.5,0,SP_2
159,2023-06-08,2:00:00,6.905,22.02225,0.5,0,SP_2
159,2023-06-08,3:00:00,6.258333333,21.85525,0.5,0,SP_2
159,2023-06-08,4:00:00,6.37,21.712,0.5,0,SP_2
159,2023-06-08,5:00:00,8.831666667,21.664,0.5,0,SP_2
159,2023-06-08,6:00:00,12.58666667,21.569,0.5,0,SP_2
159,2023-06-08,7:00:00,14.2,21.47325,0.5,0,SP_2
159,2023-06-08,8:00:00,15.97333333,21.83125,0.5,0,SP_2
159,2023-06-08,9:00:00,16.94666667,22.429,0.5,0,SP_2
159,2023-06-08,10:00:00,17.77333333,22.83625,0.5,0,SP_2
159,2023-06-08,11:00:00,18.44166667,23.268,0.5,0,SP_2
159,2023-06-08,12:00:00,19.04333333,23.65275,0.5,0,SP_2
159,2023-06-08,13:00:00,19.76833333,23.91775,0.5,0,SP_2
159,2023-06-08,14:00:00,20.30833333,23.99,0.5,0,SP_2
159,2023-06-08,15:00:00,20.545,23.84525,0.5,0,SP_2
159,2023-06-08,16:00:00,20.81,23.8695,0.5,0,SP_2
159,2023-06-08,17:00:00,20.46666667,23.4845,0.5,0,SP_2
159,2023-06-08,18:00:00,19.67,23.196,0.5,0,SP_2
159,2023-06-08,19:00:00,18.24166667,22.90825,0.5,0,SP_2
159,2023-06-08,20:00:00,16.37333333,22.525,0.5,0,SP_2
159,2023-06-08,21:00:00,13.62333333,22.333,0.5,0,SP_2
159,2023-06-08,22:00:00,11.47833333,22.2855,0.5,0,SP_2
159,2023-06-08,23:00:00,10.34666667,22.238,0.5,0,SP_2
160,2023-06-09,0:00:00,9.451666667,22.142,0.5,0,SP_2
160,2023-06-09,1:00:00,9.04,22.04625,0.5,0,SP_2
