obs,doy,date,time,air_temp,ES_1,ES_10,ES_11,ES_12,ES_3,ES_4,ES_5,ES_6,ES_8,avg_1t,avg_1tm,sub_t
1177,193,2023-07-12,0:00:00,14.98833333,22.669,22.932,22.549,22.597,22.74075,22.908,22.333,22.30925,22.238,22.543,22.932,0.389
1178,193,2023-07-12,1:00:00,14.50166667,22.573,22.78825,22.525,22.477,22.669,22.74075,22.2855,22.19,22.07,22.44128125,22.78825,0.34696875
1179,193,2023-07-12,2:00:00,14.24857143,22.501,22.669,22.453,22.357,22.429,22.597,22.238,22.142,21.97475,22.33646875,22.669,0.33253125
1180,193,2023-07-12,3:00:00,14.14909091,22.405,22.573,22.381,22.238,22.333,22.477,22.142,22.118,21.855,22.243625,22.573,0.329375
1181,193,2023-07-12,4:00:00,14.35166667,22.30925,22.429,22.26175,22.166,22.30925,22.333,22.094,22.046,21.78375,22.162875,22.429,0.266125
1182,193,2023-07-12,5:00:00,15.3,22.2855,22.357,22.094,22.094,22.238,22.238,22.02225,21.97475,21.76,22.0883125,22.357,0.2686875
1183,193,2023-07-12,6:00:00,16.58,22.26175,22.214,22.07,22.07,22.166,22.214,21.9985,21.9985,21.855,22.07921875,22.214,0.13478125
1184,193,2023-07-12,7:00:00,16.89333333,22.453,22.142,22.046,22.2855,22.142,22.405,21.951,22.3095,22.0225,22.2018125,22.142,-0.0598125
1185,193,2023-07-12,8:00:00,17.98166667,22.645,22.118,22.046,22.645,22.2855,22.693,22.0465,22.597,22.54875,22.43834375,22.118,-0.32034375
1186,193,2023-07-12,9:00:00,18.68,22.7405,22.118,22.2135,22.88425,22.549,23.1,22.59675,23.004,23.00425,22.76153125,22.118,-0.64353125
1187,193,2023-07-12,10:00:00,19.03333333,22.7645,22.28575,22.501,23.172,22.956,23.412,23.076,23.316,23.58075,23.09728125,22.28575,-0.81153125
1188,193,2023-07-12,11:00:00,19.09166667,22.7645,22.66875,22.908,23.172,23.148,23.268,23.124,23.196,23.38825,23.12109375,22.66875,-0.45234375
1189,193,2023-07-12,12:00:00,19.08,22.836,23.004,23.004,23.124,23.196,23.172,23.1,23.196,23.076,23.088,23.004,-0.084
1190,193,2023-07-12,13:00:00,19.425,22.908,23.148,23.124,23.172,23.268,23.196,23.028,23.1,23.004,23.1,23.148,0.048
1191,193,2023-07-12,14:00:00,19.59666667,23.1,23.412,23.5085,23.316,23.629,23.34,23.412,23.172,23.148,23.3281875,23.412,0.0838125
1192,193,2023-07-12,15:00:00,19.505,23.148,23.749,23.74925,23.34,23.677,23.388,23.38825,23.268,23.124,23.3853125,23.749,0.3636875
1193,193,2023-07-12,16:00:00,19.35666667,22.956,23.653,23.58075,23.292,23.55675,23.46,23.22,23.22,22.836,23.2651875,23.653,0.3878125
1194,193,2023-07-12,17:00:00,18.20666667,22.98,23.581,23.412,23.196,23.5325,23.292,23.124,23.028,22.836,23.1750625,23.581,0.4059375
1195,193,2023-07-12,18:00:00,16.66666667,22.98,23.46025,23.076,23.1,23.364,23.124,22.956,22.884,22.78825,23.03403125,23.46025,0.42621875
1196,193,2023-07-12,19:00:00,16.11833333,22.81225,23.292,22.908,22.956,23.148,22.98,22.74075,22.7645,22.693,22.8753125,23.292,0.4166875
1197,193,2023-07-12,20:00:00,15.29166667,22.669,23.1,22.74075,22.836,23.1,22.884,22.645,22.693,22.573,22.76759375,23.1,0.33240625
1198,193,2023-07-12,21:00:00,14.26833333,22.477,22.956,22.573,22.717,22.956,22.836,22.573,22.717,22.429,22.65975,22.956,0.29625
1199,193,2023-07-12,22:00:00,14.11666667,22.2855,22.86,22.453,22.573,22.836,22.74075,22.453,22.621,22.30925,22.5339375,22.86,0.3260625
1200,193,2023-07-12,23:00:00,14.20666667,22.238,22.693,22.429,22.381,22.7645,22.669,22.429,22.525,21.9985,22.42925,22.693,0.26375
1201,194,2023-07-13,0:00:00,14.365,22.214,22.549,22.357,22.333,22.669,22.549,22.30925,22.477,21.78375,22.3365,22.549,0.2125
1202,194,2023-07-13,1:00:00,14.105,22.118,22.381,22.333,22.214,22.573,22.525,22.26175,22.381,21.8075,22.27665625,22.381,0.10434375
1203,194,2023-07-13,2:00:00,14.17555556,21.9985,22.26175,22.23775,22.142,22.477,22.453,22.214,22.333,21.688,22.19290625,22.26175,0.06884375
1204,194,2023-07-13,3:00:00,14.01,21.951,22.19,22.166,22.142,22.405,22.405,22.142,22.26175,21.6165,22.13615625,22.19,0.05384375
1205,194,2023-07-13,4:00:00,13.95,21.879,22.07,22.142,22.118,22.333,22.2855,22.046,22.19,21.521,22.0643125,22.07,0.0056875
1206,194,2023-07-13,5:00:00,13.94081633,21.83125,21.97475,22.046,22.046,22.2855,22.238,22.02225,22.094,21.40175,21.99559375,21.97475,-0.02084375
1207,194,2023-07-13,6:00:00,14.50666667,21.83125,21.855,21.9985,21.9985,22.238,22.166,21.97475,22.046,21.378,21.953875,21.855,-0.098875
1208,194,2023-07-13,7:00:00,14.95166667,21.76,21.855,22.02225,22.04625,22.238,22.214,21.97475,22.02225,21.521,21.9748125,21.855,-0.1198125
1209,194,2023-07-13,8:00:00,16.29333333,21.92675,21.855,22.046,22.2615,22.26175,22.38125,21.9985,22.214,21.90275,22.1240625,21.855,-0.2690625
1210,194,2023-07-13,9:00:00,18.095,22.16575,21.855,22.07,22.54875,22.357,22.7645,22.26175,22.54925,22.501,22.40225,21.855,-0.54725
1211,194,2023-07-13,10:00:00,19.08333333,22.357,21.903,22.2135,22.932,23.00425,23.22,23.124,23.388,23.34025,22.947375,21.903,-1.044375
1212,194,2023-07-13,11:00:00,19.68333333,22.66875,22.21375,22.59675,23.1,23.65275,23.55675,23.62875,23.388,23.653,23.28059375,22.21375,-1.06684375
1213,194,2023-07-13,12:00:00,20.00833333,23.028,22.7165,23.244,23.22,23.79725,23.6285,23.58075,23.22,23.3885,23.388375,22.7165,-0.671875
1214,194,2023-07-13,13:00:00,20.715,23.43625,23.316,23.4605,23.316,24.01375,23.48425,23.48425,22.8845,23.148,23.4034375,23.316,-0.0874375
1215,194,2023-07-13,14:00:00,20.89333333,23.5325,23.364,23.67675,23.5085,24.3515,23.46,23.8455,22.78825,23.34025,23.56290625,23.364,-0.19890625
1216,194,2023-07-13,15:00:00,21.54333333,23.50875,23.172,23.5805,23.5325,24.1345,23.46025,23.677,22.693,23.004,23.4488125,23.172,-0.2768125
1217,194,2023-07-13,16:00:00,21.58166667,23.8695,23.70075,23.9415,23.581,24.255,23.55675,23.77325,22.621,23.004,23.57525,23.70075,0.1255
1218,194,2023-07-13,17:00:00,21.86666667,23.82125,23.605,23.84525,23.55675,24.303,23.55675,23.5565,22.621,22.956,23.5270625,23.605,0.0779375
1219,194,2023-07-13,18:00:00,21.27333333,23.605,23.581,23.74925,23.436,23.84525,23.50825,23.677,22.549,23.028,23.42471875,23.581,0.15628125
1220,194,2023-07-13,19:00:00,19.885,23.46,23.46,23.5325,23.388,23.821,23.653,23.34,22.7645,22.932,23.361375,23.46,0.098625
1221,194,2023-07-13,20:00:00,18.59166667,23.34,23.34,23.388,23.268,23.701,23.46025,23.244,22.81225,22.81225,23.25321875,23.34,0.08678125
1222,194,2023-07-13,21:00:00,18.27666667,23.124,23.22,23.172,23.148,23.60475,23.292,23.1,22.74075,22.645,23.1033125,23.22,0.1166875
1223,194,2023-07-13,22:00:00,18.14166667,22.932,23.172,23.028,23.028,23.364,23.244,22.932,22.7645,22.621,22.9891875,23.172,0.1828125
1224,194,2023-07-13,23:00:00,18.43333333,22.908,23.052,22.932,22.884,23.196,23.196,22.812,22.717,22.429,22.88425,23.052,0.16775
1225,195,2023-07-14,0:00:00,18.405,22.812,22.932,22.884,22.7645,23.028,23.172,22.717,22.621,22.26175,22.78253125,22.932,0.14946875
1226,195,2023-07-14,1:00:00,17.79,22.717,22.812,22.7645,22.669,23.028,23.1,22.669,22.549,22.142,22.7048125,22.812,0.1071875
1227,195,2023-07-14,2:00:00,17.30555556,22.597,22.717,22.669,22.669,22.884,23.028,22.573,22.453,22.142,22.626875,22.717,0.090125
1228,195,2023-07-14,3:00:00,16.66486486,22.453,22.621,22.597,22.621,22.836,22.98,22.525,22.429,22.046,22.560875,22.621,0.060125
1229,195,2023-07-14,4:00:00,16.152,22.333,22.477,22.501,22.525,22.812,22.836,22.429,22.381,21.95075,22.47096875,22.477,0.00603125
1230,195,2023-07-14,5:00:00,15.94,22.26175,22.405,22.381,22.501,22.717,22.74075,22.333,22.333,21.712,22.3724375,22.405,0.0325625
1231,195,2023-07-14,6:00:00,16.77666667,22.238,22.30925,22.2855,22.477,22.717,22.74075,22.333,22.238,21.879,22.36353125,22.30925,-0.05428125
1232,195,2023-07-14,7:00:00,17.83333333,22.238,22.238,22.26175,22.597,22.71675,22.812,22.238,22.333,21.97475,22.39640625,22.238,-0.15840625
1233,195,2023-07-14,8:00:00,18.71833333,22.429,22.214,22.429,22.7645,22.812,22.98,22.357,22.477,22.2855,22.56675,22.214,-0.35275
1234,195,2023-07-14,9:00:00,20.01,22.645,22.238,22.525,22.956,22.908,23.172,22.549,22.93225,22.7645,22.80646875,22.238,-0.56846875
1235,195,2023-07-14,10:00:00,21.66666667,22.621,22.33325,22.7645,23.172,23.34025,23.4845,23.00425,23.292,23.31625,23.12434375,22.33325,-0.79109375
1236,195,2023-07-14,11:00:00,22.89166667,22.98,22.59675,23.052,23.5085,23.86925,23.86925,23.65275,23.50825,23.96575,23.55071875,22.59675,-0.95396875
1237,195,2023-07-14,12:00:00,23.97166667,23.41225,23.1,23.86975,23.9415,24.56875,23.966,23.9415,23.48425,24.062,23.90575,23.1,-0.80575
1238,195,2023-07-14,13:00:00,24.78833333,23.677,23.79725,24.3755,24.11,24.95575,24.303,24.3515,23.65275,24.038,24.1829375,23.79725,-0.3856875
1239,195,2023-07-14,14:00:00,24.93666667,24.13425,24.062,24.47225,24.44825,25.198,24.11,24.25475,23.124,24.134,24.2344375,24.062,-0.1724375
1240,195,2023-07-14,15:00:00,25.36666667,24.44775,23.94175,24.279,24.71375,25.14925,24.11,23.82125,22.932,24.78625,24.27990625,23.94175,-0.33815625
1241,195,2023-07-14,16:00:00,24.88833333,24.2065,24.03775,24.44775,24.61725,25.125,24.279,23.9175,22.86,24.2065,24.2074375,24.03775,-0.1696875
1242,195,2023-07-14,17:00:00,24.10833333,24.3755,24.23075,24.5205,24.3995,25.1735,24.37525,23.773,22.812,24.062,24.18640625,24.23075,0.04434375
1243,195,2023-07-14,18:00:00,20.2,24.15825,23.966,23.98975,24.37525,24.71375,24.255,23.677,22.7645,23.84525,23.97234375,23.966,-0.00634375
1244,195,2023-07-14,19:00:00,19.25,23.98975,23.701,23.86925,24.351,24.11025,24.255,23.50825,22.98,23.629,23.8365625,23.701,-0.1355625
1245,195,2023-07-14,20:00:00,19.84666667,23.845,23.773,23.89325,24.2065,24.11025,24.23075,23.412,22.98,23.581,23.78234375,23.773,-0.00934375
1246,195,2023-07-14,21:00:00,18.91166667,23.725,23.86925,23.749,24.086,24.014,24.086,23.292,23.028,23.55675,23.69209375,23.86925,0.17715625
1247,195,2023-07-14,22:00:00,18.16833333,23.677,23.86925,23.50825,23.9175,24.3755,23.99,23.172,22.98,23.436,23.63203125,23.86925,0.23721875
1248,195,2023-07-14,23:00:00,17.51,23.605,23.773,23.412,23.797,24.062,23.966,23.076,22.932,23.292,23.51775,23.773,0.25525
1249,196,2023-07-15,0:00:00,16.77666667,23.50825,23.701,23.364,23.629,23.86925,23.821,23.004,22.908,23.1,23.4004375,23.701,0.3005625
1250,196,2023-07-15,1:00:00,16.49333333,23.412,23.55675,23.292,23.55675,23.725,23.821,22.908,22.836,22.956,23.31334375,23.55675,0.24340625
1251,196,2023-07-15,2:00:00,15.85666667,23.316,23.436,23.244,23.436,23.581,23.701,22.884,22.78825,22.78825,23.2173125,23.436,0.2186875
1252,196,2023-07-15,3:00:00,15.581,23.172,23.316,23.124,23.268,23.50825,23.60475,22.812,22.693,22.645,23.103375,23.316,0.212625
1253,196,2023-07-15,4:00:00,15.0875,23.1,23.172,23.004,23.172,23.412,23.484,22.74075,22.669,22.405,22.99834375,23.172,0.17365625
1254,196,2023-07-15,5:00:00,14.462,23.076,23.076,22.932,23.052,23.292,23.412,22.717,22.549,22.30925,22.91740625,23.076,0.15859375
1255,196,2023-07-15,6:00:00,15.13666667,23.004,22.956,22.812,22.98,23.244,23.316,22.645,22.501,22.166,22.8335,22.956,0.1225
1256,196,2023-07-15,7:00:00,16.94166667,23.004,22.86,22.812,23.076,23.22,23.34,22.525,22.621,22.35725,22.86940625,22.86,-0.00940625
1257,196,2023-07-15,8:00:00,18.885,23.028,22.812,22.86,23.316,23.22,23.48425,22.573,22.86025,22.7885,23.01625,22.812,-0.20425
1258,196,2023-07-15,9:00:00,20.025,23.268,22.812,22.98,23.58075,23.41225,23.749,22.81225,23.1,23.196,23.26228125,22.812,-0.45028125
1259,196,2023-07-15,10:00:00,20.55833333,23.364,22.956,23.172,23.797,23.653,23.9175,23.148,23.388,23.70075,23.51753125,22.956,-0.56153125
1260,196,2023-07-15,11:00:00,21.39,23.48425,23.124,23.46025,23.966,24.03775,24.279,23.5085,23.677,24.1825,23.82440625,23.124,-0.70040625
1261,196,2023-07-15,12:00:00,21.93666667,23.60475,23.5085,23.77325,24.15825,24.39975,24.4965,23.9175,23.629,24.49625,24.05940625,23.5085,-0.55090625
1262,196,2023-07-15,13:00:00,21.27833333,23.8935,23.98975,24.014,24.327,24.68975,24.472,24.062,23.67675,24.8345,24.2461875,23.98975,-0.2564375
1263,196,2023-07-15,14:00:00,21.21333333,23.96575,23.98975,23.821,24.303,24.56875,24.279,23.67675,23.244,24.5205,24.04734375,23.98975,-0.05759375
1264,196,2023-07-15,15:00:00,21.67833333,23.9415,23.86925,23.82125,24.30275,24.6655,24.47225,23.749,23.172,24.2305,24.04434375,23.86925,-0.17509375
1265,196,2023-07-15,16:00:00,21.91166667,24.15825,24.2305,24.086,24.47225,24.883,24.42375,23.98975,23.22,24.2065,24.1799375,24.2305,0.0505625
1266,196,2023-07-15,17:00:00,21.63,24.2065,24.27875,24.014,24.545,24.883,24.25475,23.86925,23.196,24.23075,24.14990625,24.27875,0.12884375
1267,196,2023-07-15,18:00:00,19.48666667,24.062,24.37575,23.8455,24.42375,24.6415,24.303,23.701,23.292,23.98975,24.0323125,24.37575,0.3434375
1268,196,2023-07-15,19:00:00,18.67833333,23.773,24.11025,23.653,24.303,24.327,24.15825,23.46,23.412,23.749,23.85440625,24.11025,0.25584375
1269,196,2023-07-15,20:00:00,17.12166667,23.749,23.869,23.50825,24.11,24.062,24.014,23.268,23.34,23.43625,23.6859375,23.869,0.1830625
1270,196,2023-07-15,21:00:00,15.95166667,23.653,23.797,23.34,23.9175,23.869,23.845,23.148,23.148,23.1,23.5025625,23.797,0.2944375
1271,196,2023-07-15,22:00:00,15.29833333,23.581,23.629,23.292,23.749,23.749,23.725,23.028,23.028,23.076,23.4035,23.629,0.2255
1272,196,2023-07-15,23:00:00,14.73833333,23.436,23.5325,23.22,23.581,23.629,23.629,23.1,22.908,22.7645,23.2834375,23.5325,0.2490625
1273,197,2023-07-16,0:00:00,14.37833333,23.268,23.364,23.148,23.436,23.46025,23.50825,23.028,22.86,22.693,23.1751875,23.364,0.1888125
1274,197,2023-07-16,1:00:00,14.255,23.196,23.244,23.028,23.316,23.292,23.46,22.908,22.74075,22.573,23.06421875,23.244,0.17978125
1275,197,2023-07-16,2:00:00,14.145,23.028,23.148,22.956,23.196,23.22,23.364,22.884,22.717,22.405,22.97125,23.148,0.17675
1276,197,2023-07-16,3:00:00,13.91666667,22.884,23.004,22.908,23.124,23.076,23.244,22.74075,22.645,22.33325,22.869375,23.004,0.134625
1277,197,2023-07-16,4:00:00,12.70166667,22.74075,22.86,22.7645,23.028,23.028,23.124,22.717,22.549,22.26175,22.776625,22.86,0.083375
1278,197,2023-07-16,5:00:00,13.57166667,22.693,22.7645,22.717,22.884,22.932,22.956,22.621,22.525,22.238,22.69575,22.7645,0.06875
1279,197,2023-07-16,6:00:00,15.03,22.693,22.645,22.525,22.908,22.86,22.956,22.573,22.549,22.238,22.66275,22.645,-0.01775
1280,197,2023-07-16,7:00:00,16.49666667,22.812,22.549,22.357,23.148,22.71675,23.1,22.549,22.7645,22.54875,22.7495,22.549,-0.2005
1281,197,2023-07-16,8:00:00,17.565,22.98,22.453,22.357,23.48425,22.717,23.5325,22.573,23.148,23.22,23.00146875,22.453,-0.54846875
1282,197,2023-07-16,9:00:00,18.34833333,23.052,22.357,22.429,23.8455,22.956,23.82125,23.148,23.48425,23.79725,23.31665625,22.357,-0.95965625
1283,197,2023-07-16,10:00:00,19.06833333,22.956,22.357,22.62075,23.96575,23.43625,24.038,23.46025,23.89325,24.1585,23.56609375,22.357,-1.20909375
1284,197,2023-07-16,11:00:00,18.71666667,22.98,22.549,22.932,23.96575,23.82125,24.08625,23.65275,23.86925,23.8935,23.65009375,22.549,-1.10109375
1285,197,2023-07-16,12:00:00,19.28333333,22.98,22.717,22.98,23.58075,23.58075,23.653,23.196,23.268,23.22,23.3073125,22.717,-0.5903125
1286,197,2023-07-16,13:00:00,17.44833333,23.172,22.86025,23.076,23.65275,23.6285,23.725,23.268,23.26825,23.53275,23.41540625,22.86025,-0.55515625
1287,197,2023-07-16,14:00:00,17.56666667,23.244,23.004,23.1,23.58075,23.58075,23.62875,23.29225,23.38825,23.677,23.43646875,23.004,-0.43246875
1288,197,2023-07-16,15:00:00,17.93333333,23.244,23.004,23.052,23.5325,23.50825,23.55675,23.124,23.22,23.484,23.3401875,23.004,-0.3361875
1289,197,2023-07-16,16:00:00,17.07166667,23.148,23.124,23.076,23.436,23.53225,23.484,23.148,23.22,23.50825,23.3190625,23.124,-0.1950625
1290,197,2023-07-16,17:00:00,18.125,23.076,23.124,22.98,23.292,23.38825,23.46,22.98,23.148,23.364,23.21103125,23.124,-0.08703125
1291,197,2023-07-16,18:00:00,15.31166667,23.1,23.196,23.148,23.124,23.4605,23.268,23.052,23.052,23.1,23.1630625,23.196,0.0329375
1292,197,2023-07-16,19:00:00,13.83666667,22.86025,23.076,22.956,22.836,23.22,23.124,22.7645,22.932,22.693,22.92321875,23.076,0.15278125
1293,197,2023-07-16,20:00:00,13.74166667,22.573,22.83625,22.69275,22.78825,22.98,22.932,22.525,22.74075,22.3095,22.69265625,22.83625,0.14359375
1294,197,2023-07-16,21:00:00,13.94833333,22.429,22.645,22.453,22.669,22.812,22.812,22.453,22.573,22.166,22.545875,22.645,0.099125
1295,197,2023-07-16,22:00:00,13.56833333,22.381,22.477,22.18975,22.573,22.7645,22.74075,22.357,22.525,22.046,22.447125,22.477,0.029875
1296,197,2023-07-16,23:00:00,13.18166667,22.238,22.333,22.04625,22.477,22.549,22.645,22.214,22.381,21.9745,22.31559375,22.333,0.01740625
1297,198,2023-07-17,0:00:00,13.23166667,22.142,22.19,21.951,22.333,22.357,22.477,22.07,22.238,21.75975,22.16596875,22.19,0.02403125
1298,198,2023-07-17,1:00:00,12.765,22.04625,22.07,21.9985,22.19,22.333,22.429,22.046,22.19,21.497,22.09121875,22.07,-0.02121875
1299,198,2023-07-17,2:00:00,12.28666667,21.903,21.95075,21.927,21.9985,22.238,22.381,21.97475,22.07,21.521,22.00165625,21.95075,-0.05090625
1300,198,2023-07-17,3:00:00,11.86,21.736,21.8075,21.712,21.8315,22.07025,22.21375,21.8075,21.951,21.521,21.855375,21.8075,-0.047875
1301,198,2023-07-17,4:00:00,11.31666667,21.5925,21.66425,21.569,21.64025,21.951,22.04625,21.688,21.85525,21.378,21.71503125,21.66425,-0.05078125
1302,198,2023-07-17,5:00:00,11.75666667,21.4255,21.521,21.47325,21.47325,21.83125,21.97475,21.497,21.712,21.28225,21.58365625,21.521,-0.06265625
1303,198,2023-07-17,6:00:00,12.49166667,21.306,21.40175,21.47325,21.33,21.688,21.951,21.473,21.664,21.2345,21.51496875,21.40175,-0.11321875
1304,198,2023-07-17,7:00:00,13.465,21.306,21.354,21.42575,21.306,21.736,22.04625,21.473,21.712,21.521,21.56575,21.354,-0.21175
1305,198,2023-07-17,8:00:00,14.365,21.4255,21.306,21.354,21.521,21.712,22.21375,21.569,21.97475,21.664,21.67925,21.306,-0.37325
1306,198,2023-07-17,9:00:00,14.965,21.4255,21.282,21.4255,21.49725,21.8075,22.118,21.59275,21.95075,21.736,21.69415625,21.282,-0.41215625
1307,198,2023-07-17,10:00:00,15.47833333,21.545,21.378,21.545,21.66425,21.97475,22.3335,21.80775,22.19,21.95075,21.876375,21.378,-0.498375
1308,198,2023-07-17,11:00:00,15.72666667,21.521,21.354,21.64025,21.736,22.11825,22.40525,21.8075,22.2375,21.97475,21.9300625,21.354,-0.5760625
1309,198,2023-07-17,12:00:00,15.95333333,21.4495,21.40175,21.66425,21.64025,22.09425,22.2855,21.736,22.1895,21.85525,21.8643125,21.40175,-0.4625625
1310,198,2023-07-17,13:00:00,16.025,21.5925,21.521,21.903,21.75975,22.19,22.33325,21.9745,22.38125,21.9745,22.01359375,21.521,-0.49259375
1311,198,2023-07-17,14:00:00,16.855,21.73575,21.66425,22.04625,21.8075,22.38125,22.33325,22.07025,22.238,22.09425,22.0883125,21.66425,-0.4240625
1312,198,2023-07-17,15:00:00,17.26166667,21.7835,21.85525,22.09425,21.85525,22.453,22.453,22.0465,22.19,22.118,22.1241875,21.85525,-0.2689375
1313,198,2023-07-17,16:00:00,17.44666667,21.87925,22.02225,22.2375,21.95075,22.7165,22.501,22.2855,22.142,22.142,22.2318125,22.02225,-0.2095625
1314,198,2023-07-17,17:00:00,17.675,21.83125,22.14225,22.18975,21.85525,22.6685,22.453,22.23775,21.9985,21.9745,22.1510625,22.14225,-0.0088125
1315,198,2023-07-17,18:00:00,17.07833333,21.73575,22.166,22.0225,21.76,22.477,22.26175,21.92675,21.78375,21.76,21.9659375,22.166,0.2000625
1316,198,2023-07-17,19:00:00,16.22666667,21.56875,22.07,21.8315,21.712,22.23775,22.04625,21.736,21.736,21.545,21.80165625,22.07,0.26834375
1317,198,2023-07-17,20:00:00,15.97833333,21.30625,21.85525,21.56875,21.545,22.07,21.97475,21.54475,21.6165,21.40175,21.62846875,21.85525,0.22678125
1318,198,2023-07-17,21:00:00,15.65333333,21.187,21.712,21.473,21.473,21.951,21.855,21.40175,21.569,21.33,21.52996875,21.712,0.18203125
1319,198,2023-07-17,22:00:00,15.34666667,21.18675,21.6165,21.4255,21.378,21.85525,21.8075,21.378,21.44925,21.187,21.45840625,21.6165,0.15809375
1320,198,2023-07-17,23:00:00,14.38833333,21.091,21.521,21.2585,21.306,21.712,21.76,21.2585,21.354,21.115,21.356875,21.521,0.164125
1321,199,2023-07-18,0:00:00,13.75666667,20.97225,21.4255,21.139,21.163,21.6165,21.6165,21.163,21.28225,21.0435,21.2495,21.4255,0.176
1322,199,2023-07-18,1:00:00,13.37166667,20.853,21.306,21.06725,21.091,21.521,21.569,21.115,21.163,20.853,21.15403125,21.306,0.15196875
1323,199,2023-07-18,2:00:00,13.18142857,20.71,21.187,21.06725,21.01975,21.473,21.521,21.091,21.115,20.7575,21.0943125,21.187,0.0926875
1324,199,2023-07-18,3:00:00,13.54090909,20.68625,21.091,21.091,20.853,21.40175,21.37775,21.0435,21.091,20.6625,21.02584375,21.091,0.06515625
1325,199,2023-07-18,4:00:00,13.81833333,20.6625,20.996,20.996,20.73375,21.25825,21.354,20.996,21.06725,20.591,20.95734375,20.996,0.03865625
1326,199,2023-07-18,5:00:00,13.87833333,20.519,20.901,20.877,20.591,21.163,21.282,20.9485,20.996,20.615,20.8739375,20.901,0.0270625
1327,199,2023-07-18,6:00:00,14.87166667,20.54325,20.805,20.901,20.567,21.115,21.21075,20.92475,21.01975,20.63875,20.86503125,20.805,-0.06003125
1328,199,2023-07-18,7:00:00,15.86666667,20.78125,20.7575,20.7815,20.82925,21.115,21.37775,20.853,21.2105,20.94825,20.9870625,20.7575,-0.2295625
1329,199,2023-07-18,8:00:00,16.955,21.0675,20.71,20.87675,20.92475,21.139,21.75975,20.996,21.40175,21.35375,21.18990625,20.71,-0.47990625
1330,199,2023-07-18,9:00:00,17.48666667,21.37775,20.71,21.0435,21.0675,21.30625,21.903,21.4735,21.87925,21.66425,21.464375,20.71,-0.754375
1331,199,2023-07-18,10:00:00,18.10666667,21.47325,20.78125,21.30625,21.59275,21.73575,22.38125,21.92675,22.16575,21.83125,21.801625,20.78125,-1.020375
1332,199,2023-07-18,11:00:00,18.50833333,21.47325,21.0675,21.4495,21.688,21.85525,22.3095,21.64025,21.85525,21.9745,21.7806875,21.0675,-0.7131875
1333,199,2023-07-18,12:00:00,19.105,21.6165,21.2105,21.68825,21.99875,22.0465,22.3095,21.80775,21.95075,22.238,21.957,21.2105,-0.7465
1334,199,2023-07-18,13:00:00,19.43333333,21.73575,21.378,21.49725,22.0225,21.83125,21.8555,21.5925,21.712,22.18975,21.8045625,21.378,-0.4265625
1335,199,2023-07-18,14:00:00,19.91166667,22.11825,21.7835,21.99875,22.42925,22.47725,21.8315,22.16625,21.75975,22.501,22.16025,21.7835,-0.37675
1336,199,2023-07-18,15:00:00,20.47833333,22.52525,21.92675,22.23775,22.3095,22.71675,22.0945,22.6445,21.7835,22.621,22.36659375,21.92675,-0.43984375
1337,199,2023-07-18,16:00:00,20.74,22.669,22.142,22.33325,22.405,23.052,22.19,22.597,21.78375,22.3095,22.4174375,22.142,-0.2754375
1338,199,2023-07-18,17:00:00,20.58333333,22.621,22.35725,22.33325,22.453,22.8365,22.262,22.0225,21.664,22.118,22.28878125,22.35725,0.06846875
1339,199,2023-07-18,18:00:00,19.93666667,22.453,22.381,22.23775,22.477,22.573,22.0465,21.8315,21.688,22.118,22.17809375,22.381,0.20290625
1340,199,2023-07-18,19:00:00,19.09166667,22.2855,22.405,22.07,22.381,22.477,22.0225,21.59275,21.664,21.97475,22.0584375,22.405,0.3465625
1341,199,2023-07-18,20:00:00,17.65,22.07,22.2855,21.97475,22.214,22.2855,22.04625,21.54475,21.59275,21.6165,21.9180625,22.2855,0.3674375
1342,199,2023-07-18,21:00:00,16.86333333,21.97475,22.118,21.83125,22.07,22.142,22.046,21.44925,21.521,21.4255,21.80746875,22.118,0.31053125
1343,199,2023-07-18,22:00:00,15.66666667,21.8075,21.9985,21.712,21.927,21.9985,21.92675,21.306,21.473,21.306,21.68209375,21.9985,0.31640625
1344,199,2023-07-18,23:00:00,13.895,21.712,21.83125,21.569,21.712,21.85525,21.688,21.187,21.378,21.2345,21.54196875,21.83125,0.28928125
1345,200,2023-07-19,0:00:00,13.12833333,21.59275,21.688,21.521,21.521,21.7835,21.521,21.163,21.306,21.187,21.44940625,21.688,0.23859375
1346,200,2023-07-19,1:00:00,12.81166667,21.4495,21.56875,21.35375,21.354,21.521,21.497,21.091,21.25825,21.11525,21.32996875,21.56875,0.23878125
1347,200,2023-07-19,2:00:00,12.565,21.378,21.4255,21.282,21.21075,21.33,21.40175,21.0435,21.187,20.92475,21.21971875,21.4255,0.20578125
1348,200,2023-07-19,3:00:00,12.949,21.25825,21.306,21.25825,21.06725,21.282,21.2345,20.996,21.091,20.805,21.12403125,21.306,0.18196875
1349,200,2023-07-19,4:00:00,13,21.115,21.163,21.187,20.9485,21.2345,21.163,20.9485,21.06725,20.7575,21.05265625,21.163,0.11034375
1350,200,2023-07-19,5:00:00,13.96938776,21.06725,21.06725,21.091,20.901,21.139,20.996,20.901,20.97225,20.7575,20.978125,21.06725,0.089125
1351,200,2023-07-19,6:00:00,15.85166667,21.139,20.996,21.091,20.901,21.115,20.97225,20.901,20.996,20.805,20.99003125,20.996,0.00596875
