obs,doy,date,time,air_temp,ES_1,ES_10,ES_11,ES_12,ES_3,ES_4,ES_5,ES_6,ES_8,avg_1t,avg_1tm,sub_t
1,144,2023-05-24,0:00:00,10.95333333,18.497,17.68875,17.3315,17.8075,16.61775,17.42675,17.54625,17.59375,18.4735,17.66175,17.68875,0.027
2,144,2023-05-24,1:00:00,10.325,17.97375,17.95025,16.7605,17.73625,16.3555,16.594,17.403,17.59375,18.2355,17.33153125,17.95025,0.61871875
3,144,2023-05-24,2:00:00,9.736666667,17.97375,18.04525,15.8315,17.4985,15.4965,14.995,17.284,17.57,17.92625,16.8219375,18.04525,1.2233125
4,144,2023-05-24,3:00:00,9.336666667,17.68875,18.1165,16.2605,17.21275,15.4965,16.6415,17.26025,17.59375,17.73625,16.98628125,18.1165,1.13021875
5,144,2023-05-24,4:00:00,8.891666667,17.57,17.92625,16.6175,16.99875,15.68825,15.258,17.284,17.665,17.59375,16.83440625,17.92625,1.09184375
6,144,2023-05-24,5:00:00,8.458333333,17.59375,17.78375,16.68925,16.7605,15.28225,16.30825,17.189,17.45075,17.427,16.83759375,17.78375,0.94615625
7,144,2023-05-24,6:00:00,8.529545455,17.2365,17.665,16.6655,16.59425,15.49725,16.2845,17.11775,17.30775,17.3315,16.754375,17.665,0.910625
8,144,2023-05-24,7:00:00,NA,17.26025,17.54625,16.2365,16.475,15.25825,16.165,17.0225,17.189,17.3315,16.61725,17.54625,0.929
9,144,2023-05-24,8:00:00,NA,17.189,17.427,16.04575,16.332,14.85225,16.04575,16.903,17.07025,17.35525,16.47415625,17.427,0.95284375
10,144,2023-05-24,9:00:00,NA,17.284,17.403,16.7605,16.42725,15.18675,16.046,17.09375,17.33175,17.59375,16.71546875,17.403,0.68753125
11,144,2023-05-24,10:00:00,NA,17.0225,17.475,16.83225,16.6655,15.6165,16.046,17.21275,17.403,17.665,16.8079375,17.475,0.6670625
12,144,2023-05-24,11:00:00,13.771875,17.02275,17.64125,16.475,16.7605,15.44925,15.54475,17.26025,17.3555,17.68875,16.69459375,17.64125,0.94665625
13,144,2023-05-24,12:00:00,14.585,17.07025,17.92625,16.951,16.90325,15.66425,15.8075,17.4745,17.4745,17.76,16.88815625,17.92625,1.03809375
14,144,2023-05-24,13:00:00,15.46166667,16.99875,18.3785,17.3315,17.07,15.9745,16.59425,17.76,17.665,17.95,17.168,18.3785,1.2105
15,144,2023-05-24,14:00:00,16.035,17.189,18.44975,17.21275,16.4035,16.189,17.14125,17.68875,17.6175,18.0925,17.19178125,18.44975,1.25796875
16,144,2023-05-24,15:00:00,16.05833333,17.0225,18.30725,17.2365,16.237,16.57,17.47475,17.59375,17.64125,18.045,17.22759375,18.30725,1.07965625
17,144,2023-05-24,16:00:00,15.95166667,17.284,18.7585,17.47475,16.165,16.02225,17.427,17.83125,17.54625,18.02125,17.22146875,18.7585,1.53703125
18,144,2023-05-24,17:00:00,15.76666667,17.26025,18.49725,16.97475,16.11725,16.45125,17.451,17.57,17.427,17.73625,17.12346875,18.49725,1.37378125
19,144,2023-05-24,18:00:00,14.94,17.1415,18.40225,17.1415,16.02225,16.4515,17.30775,17.40325,17.37925,17.5225,17.0461875,18.40225,1.3560625
20,144,2023-05-24,19:00:00,12.975,16.97475,18.23575,17.0465,15.83125,16.73675,17.2365,17.21275,17.16525,17.3315,16.94190625,18.23575,1.29384375
21,144,2023-05-24,20:00:00,12.49833333,16.999,18.045,16.95125,15.85525,16.927,17.16525,17.094,17.07025,17.2365,16.9123125,18.045,1.1326875
22,144,2023-05-24,21:00:00,11.95666667,16.975,17.87875,16.90325,16.18925,16.87925,16.99875,16.90325,17.02275,17.094,16.8706875,17.87875,1.0080625
23,144,2023-05-24,22:00:00,10.68166667,16.808,17.8075,16.73675,16.237,16.78425,16.78425,16.713,16.83175,16.92725,16.72778125,17.8075,1.07971875
24,144,2023-05-24,23:00:00,9.146666667,16.68925,17.665,16.59425,16.141,16.57025,16.64175,16.618,16.713,16.5705,16.56725,17.665,1.09775
25,145,2023-05-25,0:00:00,6.901666667,16.5705,17.5225,16.475,16.046,16.451,16.52275,16.52275,16.64175,16.427,16.45709375,17.5225,1.06540625
26,145,2023-05-25,1:00:00,5.386666667,16.451,17.30775,16.40325,15.927,16.2845,16.2845,16.427,16.64175,16.35575,16.34684375,17.30775,0.96090625
27,145,2023-05-25,2:00:00,4.738333333,16.35575,17.16525,16.30825,15.75975,16.141,16.07,16.332,16.451,16.189,16.20084375,17.16525,0.96440625
28,145,2023-05-25,3:00:00,3.918333333,16.213,17.02275,16.0935,15.56875,16.02225,15.903,16.2365,16.332,15.9985,16.0459375,17.02275,0.9768125
29,145,2023-05-25,4:00:00,4.238333333,16.046,16.83175,16.02225,15.44925,15.90275,15.736,16.0935,16.213,15.927,15.92371875,16.83175,0.90803125
30,145,2023-05-25,5:00:00,5.318333333,15.951,16.6655,15.9985,15.33,15.78375,15.688,15.903,15.9985,15.97475,15.8284375,16.6655,0.8370625
31,145,2023-05-25,6:00:00,7.67,15.951,16.54675,15.855,15.282,15.712,15.688,15.78375,16.02225,15.97475,15.78359375,16.54675,0.76315625
32,145,2023-05-25,7:00:00,9.556666667,16.06975,16.451,15.712,15.25825,15.59275,15.78375,15.76,16.23675,16.1175,15.81634375,16.451,0.63465625
33,145,2023-05-25,8:00:00,10.88166667,16.28425,16.35575,15.56875,15.354,15.54475,15.9745,15.8315,16.475,16.37975,15.9265625,16.35575,0.4291875
34,145,2023-05-25,9:00:00,12.48666667,16.451,16.237,15.85525,15.54475,15.83125,16.33175,16.40375,16.7845,16.713,16.23940625,16.237,-0.00240625
35,145,2023-05-25,10:00:00,13.75333333,16.4035,16.4035,16.14125,15.75975,16.30825,16.618,16.97475,17.0465,16.6175,16.4836875,16.4035,-0.0801875
36,145,2023-05-25,11:00:00,15.335,16.332,16.90325,16.4985,16.02225,16.57,17.1415,17.3795,17.28425,16.52275,16.71884375,16.90325,0.18440625
37,145,2023-05-25,12:00:00,16.515,16.47475,17.284,17.5935,16.23675,17.094,17.427,17.73625,17.71225,16.7605,17.129375,17.284,0.154625
38,145,2023-05-25,13:00:00,17.77,16.59425,17.855,18.521,16.475,17.71225,17.78375,18.35475,18.045,16.78425,17.53378125,17.855,0.32121875
39,145,2023-05-25,14:00:00,18.66833333,16.78475,17.9975,18.5685,16.7605,18.3545,17.52225,18.44975,17.6175,16.8555,17.61415625,17.9975,0.38334375
40,145,2023-05-25,15:00:00,19.26166667,17.094,18.02125,18.82975,16.85575,18.68725,17.64125,18.6635,17.76,16.903,17.8043125,18.02125,0.2169375
41,145,2023-05-25,16:00:00,19.73166667,17.189,18.02125,18.92475,16.951,18.40225,18.37825,18.68725,18.0215,17.0225,17.9470625,18.02125,0.0741875
42,145,2023-05-25,17:00:00,19.79333333,16.95075,17.92625,18.63975,17.11775,18.2835,19.187,18.331,18.30675,17.04625,17.98284375,17.92625,-0.05659375
43,145,2023-05-25,18:00:00,19.13833333,17.07025,17.855,17.9265,17.07025,18.16425,19.11575,18.63975,18.02125,16.8555,17.8579375,17.855,-0.0029375
44,145,2023-05-25,19:00:00,14.77333333,16.90325,17.6175,17.974,17.094,18.2835,18.97225,19.0915,17.97375,16.927,17.90240625,17.6175,-0.28490625
45,145,2023-05-25,20:00:00,11.83166667,16.7605,17.37925,18.4735,17.094,18.4735,18.82975,18.7585,17.8075,16.927,17.89053125,17.37925,-0.51128125
46,145,2023-05-25,21:00:00,11.05833333,16.59425,17.284,18.236,17.094,18.23575,18.6635,18.1165,17.68875,16.808,17.67959375,17.284,-0.39559375
47,145,2023-05-25,22:00:00,10.99,16.68925,17.21275,18.04525,17.094,18.11625,18.521,17.9025,17.879,16.6655,17.61409375,17.21275,-0.40134375
48,145,2023-05-25,23:00:00,10.745,16.49875,17.11775,17.8075,17.094,18.045,18.30725,17.78375,18.06875,16.59425,17.52490625,17.11775,-0.40715625
49,146,2023-05-26,0:00:00,9.773333333,16.451,17.094,17.5935,16.999,17.97375,18.14,17.57,17.95,16.52275,17.4,17.094,-0.306
50,146,2023-05-26,1:00:00,7.986666667,16.42725,16.999,17.308,16.927,17.7125,18.06875,17.403,17.7125,16.54675,17.26321875,16.999,-0.26421875
51,146,2023-05-26,2:00:00,6.003333333,16.618,16.8555,17.33175,16.8555,17.64125,17.92625,17.3315,17.45075,16.451,17.20075,16.8555,-0.34525
52,146,2023-05-26,3:00:00,5.115,16.52275,16.713,16.7845,16.7605,17.57,17.76,17.21275,17.26025,16.5705,17.05515625,16.713,-0.34215625
53,146,2023-05-26,4:00:00,5.378333333,16.35575,16.59425,17.11775,16.6655,17.37925,17.4985,17.094,17.02275,16.499,16.9540625,16.59425,-0.3598125
54,146,2023-05-26,5:00:00,7.775,16.2845,16.4035,16.951,16.5705,17.2365,17.35525,16.975,16.903,16.30825,16.823,16.4035,-0.4195
55,146,2023-05-26,6:00:00,10.23833333,16.237,16.2845,16.87925,16.523,17.1415,17.2365,16.87925,16.927,16.189,16.7515625,16.2845,-0.4670625
56,146,2023-05-26,7:00:00,12.355,16.37975,16.141,16.7605,16.5705,16.975,17.403,16.78425,17.1415,16.42725,16.80521875,16.141,-0.66421875
57,146,2023-05-26,8:00:00,14.60666667,16.713,16.141,16.59425,16.7605,17.09375,17.49875,16.832,17.3315,16.92725,16.968875,16.141,-0.827875
58,146,2023-05-26,9:00:00,16.33666667,16.927,16.1175,16.85575,16.713,17.5695,17.73625,17.61725,17.546,17.42725,17.299,16.1175,-1.1815
59,146,2023-05-26,10:00:00,17.73,17.1175,16.4275,17.33175,16.92725,18.28325,17.97375,18.28325,17.76,17.54625,17.652875,16.4275,-1.225375
60,146,2023-05-26,11:00:00,18.88833333,17.35575,16.85575,17.83125,17.189,18.87725,17.99775,18.735,17.87875,17.59375,17.9323125,16.85575,-1.0765625
61,146,2023-05-26,12:00:00,19.99166667,17.855,16.97475,18.6635,17.52225,19.1395,18.806,19.2345,17.97375,17.52225,18.33959375,16.97475,-1.36484375
62,146,2023-05-26,13:00:00,20.81,18.4735,17.56975,19.16325,17.9975,19.54325,19.18675,19.6145,18.09275,17.52225,18.69921875,17.56975,-1.12946875
63,146,2023-05-26,14:00:00,21.57166667,18.7825,17.83125,19.377,18.25975,19.4245,18.87725,19.7815,17.42675,17.5225,18.68146875,17.83125,-0.85021875
64,146,2023-05-26,15:00:00,22.01666667,19.7815,18.02125,19.71,18.21175,19.59075,18.94875,19.80525,16.90325,17.475,18.80328125,18.02125,-0.78203125
65,146,2023-05-26,16:00:00,22.32666667,19.61475,17.9975,19.63825,18.14025,19.567,19.06775,19.472,16.8795,17.427,18.7258125,17.9975,-0.7283125
66,146,2023-05-26,17:00:00,22.34,19.948,17.9975,19.591,18.236,19.70975,19.282,19.187,16.99825,17.7125,18.8330625,17.9975,-0.8355625
67,146,2023-05-26,18:00:00,21.35833333,19.686,17.95,19.4245,18.236,19.59075,19.4245,18.8535,17.5935,17.76,18.82109375,17.95,-0.87109375
68,146,2023-05-26,19:00:00,15.83,18.85375,17.855,19.30575,18.212,19.59075,19.49575,18.59225,18.06875,17.59375,18.71409375,17.855,-0.85909375
69,146,2023-05-26,20:00:00,12.94,18.35475,17.57,19.187,18.236,19.567,19.8055,18.59225,18.16425,17.8075,18.71428125,17.57,-1.14428125
70,146,2023-05-26,21:00:00,11.48166667,18.2835,17.52225,19.16325,18.236,19.472,19.686,18.616,18.426,17.7125,18.69940625,17.52225,-1.17715625
71,146,2023-05-26,22:00:00,10.51,18.307,17.54625,18.94875,18.25975,19.30575,19.59075,18.59225,18.40225,17.95,18.6695625,17.54625,-1.1233125
72,146,2023-05-26,23:00:00,9.545,17.855,17.451,18.78225,18.188,19.187,19.40075,18.44975,18.30725,17.8075,18.4971875,17.451,-1.0461875
73,147,2023-05-27,0:00:00,10.84333333,17.9025,17.475,18.59225,18.06875,18.99625,19.21075,18.331,18.2835,17.64125,18.37828125,17.475,-0.90328125
74,147,2023-05-27,1:00:00,10.36166667,18.212,17.403,18.3785,17.9975,18.78225,19.09175,18.164,18.212,17.64125,18.30990625,17.403,-0.90690625
75,147,2023-05-27,2:00:00,9.205,18.045,17.30775,18.236,17.87875,18.5685,18.97225,18.02125,18.045,17.47475,18.1551875,17.30775,-0.8474375
76,147,2023-05-27,3:00:00,8.956666667,17.87875,17.189,18.11625,17.73625,18.44975,18.806,17.855,17.9025,17.451,18.0244375,17.189,-0.8354375
77,147,2023-05-27,4:00:00,8.47,17.78375,17.094,18.045,17.64125,18.35475,18.616,17.78375,17.78375,17.379,17.92340625,17.094,-0.82940625
78,147,2023-05-27,5:00:00,10.25833333,17.6175,16.927,17.95,17.54625,18.188,18.44975,17.59375,17.68875,17.2365,17.7838125,16.927,-0.8568125
79,147,2023-05-27,6:00:00,13.12166667,17.475,16.8555,17.95,17.475,18.11625,18.331,17.57,17.665,17.21275,17.724375,16.8555,-0.868875
80,147,2023-05-27,7:00:00,15.475,17.59375,16.7605,17.855,17.54625,18.14,18.3785,17.49875,17.83125,17.427,17.7838125,16.7605,-1.0233125
81,147,2023-05-27,8:00:00,17.87166667,17.9025,16.713,17.68875,17.73625,18.06875,18.44975,17.57,18.14025,17.855,17.92640625,16.713,-1.21340625
82,147,2023-05-27,9:00:00,19.42666667,18.21175,16.73675,17.76,17.87875,18.49725,18.78225,18.3545,18.30725,18.212,18.25046875,16.73675,-1.51371875
83,147,2023-05-27,10:00:00,20.09333333,18.40225,17.06975,18.1405,18.045,19.163,18.94875,18.82975,18.49725,18.331,18.5446875,17.06975,-1.4749375
84,147,2023-05-27,11:00:00,20.91333333,18.616,17.61725,18.4735,18.40225,19.4485,19.377,19.35325,18.7585,18.44975,18.85984375,17.61725,-1.24259375
85,147,2023-05-27,12:00:00,21.915,19.06775,17.61725,19.3055,18.73475,19.5195,19.80525,19.78175,18.8535,18.3785,19.1808125,17.61725,-1.5635625
86,147,2023-05-27,13:00:00,22.68,19.591,18.1165,20.162,18.92475,19.94825,19.9955,20.043,18.9485,18.3785,19.4989375,18.1165,-1.3824375
87,147,2023-05-27,14:00:00,23.57333333,20.18625,18.4735,20.30525,19.1155,21.01975,19.63875,20.329,18.85375,18.616,19.75803125,18.4735,-1.28453125
88,147,2023-05-27,15:00:00,24.13333333,20.40025,18.54475,20.5195,19.2345,20.305,19.7815,20.6625,18.6875,18.616,19.77584375,18.54475,-1.23109375
89,147,2023-05-27,16:00:00,24.50666667,19.87675,18.73475,20.615,19.3295,20.21,20.20975,20.49525,19.4245,18.49725,19.83225,18.73475,-1.0975
90,147,2023-05-27,17:00:00,24.57333333,20.71,18.711,20.591,19.35325,20.186,20.66225,20.40025,19.567,18.02125,19.936375,18.711,-1.225375
91,147,2023-05-27,18:00:00,22.58666667,20.6145,18.59225,20.4715,19.282,20.3765,20.63875,20.18625,19.59075,17.87875,19.879875,18.59225,-1.287625
92,147,2023-05-27,19:00:00,17.19,19.496,18.21175,20.2575,19.21075,20.853,20.567,20.043,19.5435,18.21175,19.7728125,18.21175,-1.5610625
93,147,2023-05-27,20:00:00,14.48833333,19.4245,18.14,20.20975,19.282,20.75775,20.44775,19.92425,19.377,18.616,19.754875,18.14,-1.614875
94,147,2023-05-27,21:00:00,13,19.44825,17.9975,20.18625,19.282,20.47175,20.3765,19.44825,19.54325,18.5685,19.66559375,17.9975,-1.66809375
95,147,2023-05-27,22:00:00,11.75833333,19.49575,18.11625,19.829,19.282,20.21,20.4715,19.567,19.44825,18.4735,19.597125,18.11625,-1.480875
96,147,2023-05-27,23:00:00,10.515,19.472,18.06875,19.13925,19.21075,19.948,20.35275,19.44825,19.35325,18.711,19.45440625,18.06875,-1.38565625
97,148,2023-05-28,0:00:00,9.621666667,19.35325,17.9975,18.71125,19.068,19.9005,20.186,19.21075,19.3295,18.711,19.30878125,17.9975,-1.31128125
98,148,2023-05-28,1:00:00,9.033333333,19.1395,17.92625,19.30575,18.9485,19.8055,20.043,19.092,19.187,18.616,19.26715625,17.92625,-1.34090625
99,148,2023-05-28,2:00:00,9.341666667,18.94875,17.855,19.187,18.82975,19.63825,19.9005,19.02,19.02,18.521,19.13315625,17.855,-1.27815625
100,148,2023-05-28,3:00:00,8.578333333,18.68725,17.7125,19.044,18.68725,19.5195,19.8055,18.8535,18.9485,18.40225,18.99346875,17.7125,-1.28096875
101,148,2023-05-28,4:00:00,8.218333333,18.521,17.54625,18.9485,18.5685,19.35325,19.6145,18.711,18.73475,18.331,18.8478125,17.54625,-1.3015625
102,148,2023-05-28,5:00:00,9.446666667,18.3785,17.475,18.806,18.44975,19.2345,19.472,18.5685,18.59225,18.23575,18.71715625,17.475,-1.24215625
103,148,2023-05-28,6:00:00,12.93166667,18.2835,17.35525,18.806,18.331,19.09175,19.3295,18.521,18.5685,18.164,18.63690625,17.35525,-1.28165625
104,148,2023-05-28,7:00:00,16.605,18.4735,17.284,18.7585,18.35475,19.02,19.282,18.521,18.8535,18.49725,18.7200625,17.284,-1.4360625
105,148,2023-05-28,8:00:00,19.34666667,18.5685,17.284,18.63975,18.54475,19.044,19.30575,18.68725,19.02,18.8775,18.8359375,17.284,-1.5519375
106,148,2023-05-28,9:00:00,19.95666667,18.87725,17.3555,18.63975,18.73475,19.25825,19.54325,19.54325,19.472,19.40075,19.18365625,17.3555,-1.82815625
107,148,2023-05-28,10:00:00,22.20833333,18.8535,17.49875,18.806,18.7585,19.59075,19.80525,19.73375,20.0195,19.6625,19.40371875,17.49875,-1.90496875
108,148,2023-05-28,11:00:00,23.23666667,18.68725,17.665,18.87725,19.02025,19.75775,20.01925,20.20975,20.329,19.9005,19.600125,17.665,-1.935125
109,148,2023-05-28,12:00:00,24.045,18.9965,18.069,19.16275,19.21075,19.9005,20.66275,20.87675,21.25825,19.829,19.98715625,18.069,-1.91815625
110,148,2023-05-28,13:00:00,24.895,19.04375,19.11525,19.59075,19.16325,20.13825,22.18975,22.11825,21.30625,19.71,20.40753125,19.11525,-1.29228125
111,148,2023-05-28,14:00:00,25.325,19.09125,19.2345,20.162,19.2345,21.13925,20.80525,22.33325,20.99575,19.8055,20.44584375,19.2345,-1.21134375
112,148,2023-05-28,15:00:00,25.53666667,19.4245,19.377,21.64025,19.282,21.52075,21.2585,22.50125,21.736,19.87675,20.905,19.377,-1.528
113,148,2023-05-28,16:00:00,25.67666667,19.35325,19.30575,21.37775,19.40075,21.712,21.5925,22.3575,21.8555,19.80525,20.9318125,19.30575,-1.6260625
114,148,2023-05-28,17:00:00,25.38166667,19.2345,19.16325,21.8315,19.7815,22.04625,21.9985,21.9985,21.688,20.3765,21.11940625,19.16325,-1.95615625
115,148,2023-05-28,18:00:00,23.40166667,19.40075,19.11575,21.8315,20.20975,22.094,22.26175,22.09425,21.9985,20.54325,21.30421875,19.11575,-2.18846875
116,148,2023-05-28,19:00:00,18.05166667,19.4245,19.068,21.44925,20.11425,21.95075,22.166,22.0225,21.95075,20.16225,21.15503125,19.068,-2.08703125
117,148,2023-05-28,20:00:00,15.64833333,19.71,18.8535,21.378,20.2575,21.61625,22.0225,21.545,22.118,19.8765,21.06546875,18.8535,-2.21196875
118,148,2023-05-28,21:00:00,14.47333333,19.82925,18.92475,21.28225,20.35275,21.521,21.903,21.306,21.2825,20.06725,20.943,18.92475,-2.01825
119,148,2023-05-28,22:00:00,13.58166667,19.8055,18.996,21.0915,20.30525,21.40175,21.75975,21.2105,21.5925,20.353,20.93996875,18.996,-1.94396875
120,148,2023-05-28,23:00:00,12.53166667,19.9005,19.1395,19.18675,20.186,21.09175,21.59275,21.0675,21.76,20.877,20.70778125,19.1395,-1.56828125
121,149,2023-05-29,0:00:00,11.64333333,19.87675,19.068,19.25825,20.06675,20.80525,21.47325,20.92475,21.59275,20.877,20.60934375,19.068,-1.54134375
122,149,2023-05-29,1:00:00,11.09833333,19.853,19.092,20.20975,19.78175,19.63875,21.2345,20.78125,21.306,20.70975,20.43934375,19.092,-1.34734375
123,149,2023-05-29,2:00:00,10.69666667,19.71,19.092,19.639,19.686,19.92425,21.06725,20.61475,21.11525,20.51925,20.28446875,19.092,-1.19246875
124,149,2023-05-29,3:00:00,10.16,19.54325,18.9485,20.21,19.63825,19.282,19.853,20.44775,20.90075,20.28125,20.01953125,18.9485,-1.07103125
125,149,2023-05-29,4:00:00,9.51,19.377,18.82975,20.0905,19.5195,19.71,19.948,20.186,20.73375,20.01925,19.948,18.82975,-1.11825
126,149,2023-05-29,5:00:00,10.77833333,19.25825,18.68725,19.9955,19.40075,19.6145,20.16225,20.11425,20.543,19.9955,19.8855,18.68725,-1.19825
127,149,2023-05-29,6:00:00,14.965,19.187,18.5685,19.87675,19.282,19.70975,19.97175,19.9955,20.44775,20.043,19.8141875,18.5685,-1.2456875
128,149,2023-05-29,7:00:00,18.21,19.377,18.44975,19.853,19.3295,19.92425,19.97175,19.92425,20.54325,20.30525,19.90353125,18.44975,-1.45378125
129,149,2023-05-29,8:00:00,20.83333333,19.61475,18.426,19.68625,19.40075,19.92425,20.11425,19.9005,20.829,20.68625,20.0195,18.426,-1.5935
130,149,2023-05-29,9:00:00,22.26833333,19.78175,18.616,19.7335,19.567,20.1145,20.32875,20.54325,20.61475,20.90075,20.19803125,18.616,-1.58203125
131,149,2023-05-29,10:00:00,23.19,19.82925,18.78225,20.30525,19.829,20.94875,20.40025,20.7575,20.73375,21.01975,20.4779375,18.78225,-1.6956875
132,149,2023-05-29,11:00:00,24.01833333,19.87675,18.8775,21.092,20.2575,21.927,20.71025,21.593,21.06775,20.996,20.94003125,18.8775,-2.06253125
133,149,2023-05-29,12:00:00,24.705,19.853,19.11525,21.18775,20.49525,21.879,21.951,23.028,21.13925,20.80525,21.2923125,19.11525,-2.1770625
134,149,2023-05-29,13:00:00,25.27333333,19.97175,20.04325,23.052,20.66225,21.83175,23.028,23.172,22.43025,20.567,21.839375,20.04325,-1.796125
135,149,2023-05-29,14:00:00,25.42833333,20.067,20.16225,23.10025,20.853,22.429,22.81225,22.95625,22.57275,20.4005,21.898875,20.16225,-1.736625
136,149,2023-05-29,15:00:00,25.035,20.13825,20.04325,22.83625,21.18675,22.88425,22.74075,22.7885,22.7165,20.091,21.92278125,20.04325,-1.87953125
137,149,2023-05-29,16:00:00,24.675,20.1145,19.92425,22.7405,21.47325,22.549,23.052,22.66875,22.98,19.6865,21.9080625,19.92425,-1.9838125
138,149,2023-05-29,17:00:00,23.46,20.40025,19.9005,22.453,21.59275,22.597,22.81225,22.30925,22.35775,19.35325,21.7344375,19.9005,-1.8339375
139,149,2023-05-29,18:00:00,22.4,21.01975,19.75775,22.429,21.6165,22.597,22.78825,22.381,21.23425,19.97175,21.7546875,19.75775,-1.9969375
140,149,2023-05-29,19:00:00,19.95166667,21.2585,19.73375,22.0945,21.68825,22.477,22.693,22.07025,21.25825,20.4955,21.75440625,19.73375,-2.02065625
141,149,2023-05-29,20:00:00,16.48166667,21.11525,19.63825,21.11525,21.736,22.2615,22.621,21.28225,20.996,20.6625,21.47371875,19.63825,-1.83546875
142,149,2023-05-29,21:00:00,14.90333333,21.187,19.662,21.18675,21.6165,21.9985,22.477,20.901,21.11525,20.6145,21.3870625,19.662,-1.7250625
143,149,2023-05-29,22:00:00,14.375,21.0435,19.71,21.0675,21.44925,21.9505,22.381,20.829,21.282,20.829,21.35396875,19.71,-1.64396875
144,149,2023-05-29,23:00:00,13.935,20.9485,19.686,20.61475,21.33,21.903,22.23775,21.0915,21.33,20.9245,21.2975,19.686,-1.6115
145,150,2023-05-30,0:00:00,13.41,20.80525,19.758,20.09075,21.2345,20.9005,22.04625,21.139,21.378,20.75775,21.044,19.758,-1.286
146,150,2023-05-30,1:00:00,13.53833333,20.615,19.71,20.972,21.0435,21.0675,21.951,20.996,21.1865,20.59075,21.05278125,19.71,-1.34278125
147,150,2023-05-30,2:00:00,12.945,20.519,19.63825,20.70975,20.92475,20.591,21.8075,20.92475,21.091,20.5195,20.88590625,19.63825,-1.24765625
148,150,2023-05-30,3:00:00,14.03,20.30525,19.49575,20.4005,20.80525,20.329,21.6165,20.853,20.9485,20.44775,20.71321875,19.49575,-1.21746875
149,150,2023-05-30,4:00:00,14.17833333,20.162,19.40075,20.6625,20.63875,20.44775,21.4255,20.73375,20.7815,20.329,20.64759375,19.40075,-1.24684375
150,150,2023-05-30,5:00:00,15.12166667,19.9955,19.30575,20.543,20.591,20.44775,21.306,20.615,20.56725,20.162,20.5284375,19.30575,-1.2226875
151,150,2023-05-30,6:00:00,17.475,20.01925,19.21075,20.519,20.4715,20.44775,21.21075,20.519,20.543,20.043,20.47165625,19.21075,-1.26090625
152,150,2023-05-30,7:00:00,20.51833333,20.09075,19.092,20.49525,20.4715,20.59075,21.30625,20.44775,20.73375,20.28125,20.55215625,19.092,-1.46015625
153,150,2023-05-30,8:00:00,22.26666667,20.47175,19.092,20.40025,20.71,20.78125,21.4495,20.567,20.90075,20.70975,20.74878125,19.092,-1.65678125
154,150,2023-05-30,9:00:00,24.055,20.78125,19.2345,20.329,20.996,21.163,21.4255,21.21075,21.0675,21.01975,20.99909375,19.2345,-1.76459375
155,150,2023-05-30,10:00:00,24.96833333,20.85325,19.49575,20.61475,21.4255,21.8075,21.78375,21.7835,21.4015,21.0435,21.33915625,19.49575,-1.84340625
156,150,2023-05-30,11:00:00,25.625,21.0435,20.0195,20.94825,21.71225,21.97475,21.879,21.9985,21.4015,20.9245,21.48528125,20.0195,-1.46578125
157,150,2023-05-30,12:00:00,26.19333333,21.33,20.66225,21.712,22.02225,22.3335,22.405,22.21375,21.66425,20.1145,21.72440625,20.66225,-1.06215625
158,150,2023-05-30,13:00:00,26.61666667,21.54475,21.18675,22.42925,22.166,22.45325,22.549,22.525,22.357,19.567,21.94890625,21.18675,-0.76215625
159,150,2023-05-30,14:00:00,26.77833333,21.92675,20.71,22.6205,22.33325,22.597,22.35725,22.645,22.0465,19.30575,21.979,20.71,-1.269
160,150,2023-05-30,15:00:00,26.72833333,21.521,20.42425,22.33325,22.07,22.429,22.2855,22.3095,22.118,19.61475,21.835125,20.42425,-1.410875
161,150,2023-05-30,16:00:00,26.74333333,21.37775,20.4005,22.28575,22.11775,22.453,22.35725,22.16575,21.712,19.972,21.80515625,20.4005,-1.40465625
162,150,2023-05-30,17:00:00,26.645,21.33,20.28125,22.33325,22.046,22.429,22.238,22.166,21.7835,20.2575,21.82290625,20.28125,-1.54165625
163,150,2023-05-30,18:00:00,25.48,21.87925,20.4715,22.09425,21.97475,22.2375,22.166,22.046,21.712,20.66225,21.8465,20.4715,-1.375
164,150,2023-05-30,19:00:00,20.635,21.73575,20.2575,22.02225,21.855,22.214,22.046,21.97475,21.78375,21.13925,21.84634375,20.2575,-1.58884375
165,150,2023-05-30,20:00:00,18.14166667,21.8075,20.06675,21.7595,21.855,22.02225,21.97475,21.879,21.664,21.11525,21.75965625,20.06675,-1.69290625
166,150,2023-05-30,21:00:00,17.065,21.59275,19.9955,21.497,21.736,21.927,21.855,21.54475,21.64025,21.091,21.61046875,19.9955,-1.61496875
167,150,2023-05-30,22:00:00,17.21833333,21.473,19.9955,21.354,21.64025,21.78375,21.855,21.569,21.6165,21.01975,21.53890625,19.9955,-1.54340625
168,150,2023-05-30,23:00:00,18.36833333,21.354,20.06675,21.378,21.545,21.712,21.951,21.4255,21.59275,20.877,21.47940625,20.06675,-1.41265625
169,151,2023-05-31,0:00:00,16.91333333,21.18675,20.138,21.2345,21.44925,21.664,21.855,21.33,21.4495,20.877,21.38075,20.138,-1.24275
170,151,2023-05-31,1:00:00,16.58333333,21.01975,20.138,21.163,21.33,21.59275,21.76,21.25825,21.33,20.901,21.29434375,20.138,-1.15634375
171,151,2023-05-31,2:00:00,17.53666667,20.901,20.138,21.091,21.187,21.4255,21.664,21.21075,21.187,20.901,21.19590625,20.138,-1.05790625
